Skin_Type,Product_Name,Concern,product_url,product_pic,Brand,Category,Usage_Frequency,Price_USD,Rating,Number_of_Reviews,Product_Size,Gender_Target,Packaging_Type,Ingredients,Cruelty_Free,Country_of_Origin
Normal,Super Moisturizer,General skincare,No URL available,No Image,Becca,Primer,Daily,41.62,2.5,8082.0,100ml,Unisex,Bottle,Shea Butter,False,Australia
Normal,Super Moisturizer,General skincare,No URL available,No Image,Danessa Myricks,Eye Shadow,Monthly,110.94,4.1,5115.0,250ml,Female,Spray,Aloe Vera,True,USA
Normal,Super Moisturizer,General skincare,No URL available,No Image,Danessa Myricks,Concealer,Daily,36.18,2.3,5260.0,250ml,Unisex,Jar,Salicylic Acid,True,USA
Normal,Super Moisturizer,General skincare,No URL available,No Image,Hourglass,Cleanser,Occasional,108.34,4.1,5468.0,30ml,Male,Tube,Vitamin C,True,USA
Oily,Super Moisturizer,General skincare,No URL available,No Image,Juvia’s Place,Primer,Monthly,143.94,1.4,1324.0,200ml,Male,Jar,Shea Butter,True,Italy
Oily,Super Moisturizer,General skincare,No URL available,No Image,Kylie Cosmetics,Makeup Remover,Weekly,129.16,4.6,1288.0,250ml,Unisex,Spray,Salicylic Acid,True,Germany
Oily,Super Moisturizer,General skincare,No URL available,No Image,Milk Makeup,Lip Liner,Daily,49.61,2.1,5411.0,100ml,Male,Tube,Salicylic Acid,False,Italy
Oily,Super Moisturizer,General skincare,No URL available,No Image,Charlotte Tilbury,Serum,Daily,76.2,2.0,3048.0,100ml,Male,Tube,Glycerin,True,UK
Oily,Super Moisturizer,General skincare,No URL available,No Image,Urban Decay,Makeup Remover,Monthly,43.3,4.6,4489.0,150ml,Unisex,Tube,Retinol,False,USA
Oily,Super Moisturizer,General skincare,No URL available,No Image,Perricone MD,Concealer,Monthly,65.77,4.8,4647.0,150ml,Female,Stick,Vitamin C,False,Japan
Oily,Super Moisturizer,General skincare,No URL available,No Image,Kiehl’s,CC Cream,Daily,20.07,3.2,7354.0,200ml,Female,Spray,Hyaluronic Acid,True,France
Oily,Super Moisturizer,General skincare,No URL available,No Image,Sisley,Setting Spray,Daily,10.26,4.5,405.0,50ml,Female,Spray,Salicylic Acid,True,UK
Oily,Super Moisturizer,General skincare,No URL available,No Image,RMS Beauty,Cleanser,Daily,141.92,1.4,1720.0,30ml,Male,Jar,Retinol,False,Australia
Oily,Super Moisturizer,General skincare,No URL available,No Image,E.l.f.,Eye Shadow,Daily,102.08,1.3,9912.0,200ml,Unisex,Bottle,Vitamin C,False,Italy
Oily,Super Moisturizer,General skincare,No URL available,No Image,Bourjois,Face Mask,Daily,89.94,3.0,1324.0,200ml,Male,Stick,Hyaluronic Acid,False,USA
Oily,Super Moisturizer,General skincare,No URL available,No Image,Bite Beauty,Eye Shadow,Weekly,31.9,4.3,8438.0,200ml,Male,Compact,Hyaluronic Acid,True,South Korea
Oily,Super Moisturizer,General skincare,No URL available,No Image,Laura Mercier,Face Oil,Daily,149.33,4.3,4253.0,50ml,Unisex,Bottle,Aloe Vera,True,Italy
Oily,Super Moisturizer,General skincare,No URL available,No Image,ColourPop,Face Mask,Monthly,82.07,1.1,5913.0,200ml,Unisex,Bottle,Glycerin,False,USA
Oily,Super Moisturizer,General skincare,No URL available,No Image,ColourPop,Cleanser,Occasional,31.68,5.0,4178.0,50ml,Unisex,Bottle,Salicylic Acid,False,Germany
Oily,Super Moisturizer,General skincare,No URL available,No Image,Milk Makeup,Eye Shadow,Monthly,84.08,2.2,685.0,250ml,Female,Stick,Hyaluronic Acid,True,Germany
Oily,Super Moisturizer,General skincare,No URL available,No Image,Ilia Beauty,Face Mask,Weekly,115.11,3.2,4529.0,150ml,Male,Bottle,Retinol,False,Japan
Oily,Super Moisturizer,General skincare,No URL available,No Image,RMS Beauty,Serum,Monthly,26.17,2.6,85.0,200ml,Male,Jar,Shea Butter,False,France
Oily,Super Moisturizer,General skincare,No URL available,No Image,Hourglass,Cleanser,Occasional,17.88,1.6,3790.0,100ml,Female,Bottle,Hyaluronic Acid,False,Australia
Oily,Super Moisturizer,General skincare,No URL available,No Image,Drunk Elephant,Bronzer,Weekly,89.6,1.6,7658.0,250ml,Unisex,Spray,Salicylic Acid,False,Italy
Sensitive,Super Moisturizer,General skincare,No URL available,No Image,Charlotte Tilbury,Setting Spray,Weekly,56.61,3.0,9695.0,200ml,Unisex,Bottle,Retinol,True,UK
Sensitive,Super Moisturizer,General skincare,No URL available,No Image,Charlotte Tilbury,Makeup Remover,Weekly,107.83,1.5,7741.0,30ml,Unisex,Stick,Shea Butter,True,USA
Sensitive,Super Moisturizer,General skincare,No URL available,No Image,Ilia Beauty,BB Cream,Daily,127.01,1.7,5811.0,200ml,Male,Spray,Shea Butter,True,USA
Sensitive,Super Moisturizer,General skincare,No URL available,No Image,Morphe,Eyeliner,Monthly,107.99,1.1,1479.0,250ml,Female,Bottle,Shea Butter,False,Japan
Sensitive,Super Moisturizer,General skincare,No URL available,No Image,Pat McGrath Labs,Moisturizer,Daily,52.86,2.3,8842.0,50ml,Unisex,Compact,Hyaluronic Acid,True,Italy
Sensitive,Super Moisturizer,General skincare,No URL available,No Image,Juvia’s Place,Bronzer,Weekly,149.65,1.1,2033.0,150ml,Unisex,Jar,Hyaluronic Acid,True,Germany
Sensitive,Super Moisturizer,General skincare,No URL available,No Image,Shiseido,Lip Liner,Occasional,27.97,2.8,2053.0,100ml,Female,Stick,Vitamin C,True,Japan
Sensitive,Super Moisturizer,General skincare,No URL available,No Image,Laura Mercier,CC Cream,Daily,127.32,1.6,6140.0,30ml,Unisex,Stick,Shea Butter,False,Italy
Sensitive,Super Moisturizer,General skincare,No URL available,No Image,Natasha Denona,Face Mask,Monthly,80.76,3.6,3539.0,200ml,Female,Compact,Glycerin,False,USA
Sensitive,Super Moisturizer,General skincare,No URL available,No Image,Sisley,Exfoliator,Monthly,11.81,2.6,3428.0,150ml,Unisex,Jar,Aloe Vera,False,Australia
Sensitive,Super Moisturizer,General skincare,No URL available,No Image,Tarte,Serum,Weekly,119.13,4.0,138.0,200ml,Female,Compact,Aloe Vera,True,USA
Sensitive,Super Moisturizer,General skincare,No URL available,No Image,Becca,Contour,Occasional,46.9,4.0,8724.0,200ml,Male,Stick,Vitamin C,True,Germany
Sensitive,Super Moisturizer,General skincare,No URL available,No Image,Farsali,Blush,Occasional,62.6,2.6,6483.0,200ml,Unisex,Spray,Aloe Vera,True,South Korea
Sensitive,Super Moisturizer,General skincare,No URL available,No Image,Laura Mercier,Powder,Occasional,103.72,4.7,3263.0,50ml,Female,Tube,Hyaluronic Acid,False,Germany
Sensitive,Super Moisturizer,General skincare,No URL available,No Image,E.l.f.,Bronzer,Daily,44.86,3.3,7282.0,50ml,Female,Compact,Aloe Vera,True,Germany
Sensitive,Super Moisturizer,General skincare,No URL available,No Image,NARS,Serum,Daily,65.03,3.0,4400.0,150ml,Male,Tube,Glycerin,False,Italy
Sensitive,Super Moisturizer,General skincare,No URL available,No Image,Glossier,Powder,Occasional,87.8,1.0,5546.0,150ml,Unisex,Spray,Vitamin C,False,UK
Sensitive,Super Moisturizer,General skincare,No URL available,No Image,Huda Beauty,Exfoliator,Weekly,81.17,3.4,5041.0,200ml,Male,Bottle,Shea Butter,False,USA
Sensitive,Super Moisturizer,General skincare,No URL available,No Image,Morphe,Eyeliner,Monthly,75.28,1.9,7193.0,100ml,Male,Compact,Vitamin C,False,Australia
Sensitive,Super Moisturizer,General skincare,No URL available,No Image,Farsali,Lipstick,Occasional,119.68,1.4,330.0,50ml,Unisex,Bottle,Glycerin,True,UK
Sensitive,Super Moisturizer,General skincare,No URL available,No Image,Drunk Elephant,Bronzer,Weekly,126.47,4.9,467.0,150ml,Male,Spray,Retinol,True,UK
Sensitive,Super Moisturizer,General skincare,No URL available,No Image,Sisley,Primer,Daily,142.5,2.6,3269.0,30ml,Male,Jar,Salicylic Acid,False,France
Sensitive,Super Moisturizer,General skincare,No URL available,No Image,Yves Saint Laurent,Lipstick,Daily,112.2,2.1,8089.0,50ml,Female,Bottle,Salicylic Acid,True,France
Sensitive,Super Moisturizer,General skincare,No URL available,No Image,Becca,Foundation,Weekly,136.6,2.1,6722.0,150ml,Male,Bottle,Glycerin,True,Japan
Sensitive,Super Moisturizer,General skincare,No URL available,No Image,Drunk Elephant,Makeup Remover,Occasional,37.65,1.1,903.0,200ml,Male,Bottle,Shea Butter,False,UK
Combination,Super Powder,General skincare,No URL available,No Image,Becca,Eye Shadow,Occasional,115.33,2.6,1619.0,100ml,Male,Bottle,Aloe Vera,True,USA
Combination,Super Powder,General skincare,No URL available,No Image,Too Faced,Contour,Weekly,48.99,1.9,3514.0,200ml,Female,Bottle,Salicylic Acid,True,USA
Combination,Super Powder,General skincare,No URL available,No Image,Farsali,Eye Shadow,Occasional,62.27,4.6,2359.0,50ml,Female,Stick,Glycerin,True,UK
Combination,Super Powder,General skincare,No URL available,No Image,Juvia’s Place,Blush,Daily,133.91,4.8,3712.0,50ml,Female,Tube,Aloe Vera,True,South Korea
Combination,Super Powder,General skincare,No URL available,No Image,Tarte,Moisturizer,Occasional,138.03,3.2,84.0,150ml,Unisex,Compact,Vitamin C,False,USA
Combination,Super Powder,General skincare,No URL available,No Image,Bite Beauty,Primer,Weekly,71.32,3.9,862.0,30ml,Female,Tube,Glycerin,True,France
Combination,Super Powder,General skincare,No URL available,No Image,Patrick Ta,Foundation,Monthly,75.22,2.0,2685.0,100ml,Unisex,Compact,Aloe Vera,False,Germany
Combination,Super Powder,General skincare,No URL available,No Image,Laura Mercier,CC Cream,Monthly,86.77,4.6,2264.0,250ml,Female,Spray,Salicylic Acid,True,France
Combination,Super Powder,General skincare,No URL available,No Image,Rare Beauty,Bronzer,Monthly,38.65,3.7,4948.0,250ml,Female,Jar,Aloe Vera,True,France
Combination,Super Powder,General skincare,No URL available,No Image,Tarte,Highlighter,Daily,130.58,2.9,1049.0,150ml,Unisex,Spray,Salicylic Acid,True,South Korea
Combination,Super Powder,General skincare,No URL available,No Image,Too Faced,Face Oil,Monthly,80.81,3.2,348.0,100ml,Male,Stick,Hyaluronic Acid,False,Germany
Combination,Super Powder,General skincare,No URL available,No Image,Anastasia Beverly Hills,Lip Liner,Daily,144.37,4.2,3749.0,250ml,Male,Tube,Hyaluronic Acid,True,South Korea
Combination,Super Powder,General skincare,No URL available,No Image,Tarte,Lipstick,Weekly,71.2,3.4,9451.0,50ml,Female,Bottle,Hyaluronic Acid,False,France
Combination,Super Powder,General skincare,No URL available,No Image,IT Cosmetics,Exfoliator,Occasional,64.32,2.5,3427.0,150ml,Unisex,Compact,Shea Butter,True,Italy
Combination,Super Powder,General skincare,No URL available,No Image,Pat McGrath Labs,Foundation,Occasional,49.8,2.3,4509.0,150ml,Unisex,Bottle,Shea Butter,True,Germany
Combination,Super Powder,General skincare,No URL available,No Image,Anastasia Beverly Hills,Powder,Monthly,95.99,4.8,5011.0,150ml,Unisex,Bottle,Glycerin,True,South Korea
Combination,Super Powder,General skincare,No URL available,No Image,Danessa Myricks,Setting Spray,Monthly,25.35,4.0,6714.0,100ml,Female,Tube,Salicylic Acid,True,France
Combination,Super Powder,General skincare,No URL available,No Image,Bobby Brown,BB Cream,Monthly,32.77,1.6,8871.0,150ml,Female,Compact,Hyaluronic Acid,False,South Korea
Combination,Super Powder,General skincare,No URL available,No Image,Rare Beauty,Highlighter,Weekly,140.92,1.1,9404.0,50ml,Female,Spray,Retinol,False,South Korea
Combination,Super Powder,General skincare,No URL available,No Image,Too Faced,Lip Liner,Occasional,54.85,1.1,431.0,150ml,Unisex,Compact,Vitamin C,False,France
Combination,Super Powder,General skincare,No URL available,No Image,Natasha Denona,Contour,Monthly,42.08,3.7,2113.0,100ml,Unisex,Compact,Retinol,True,Italy
Combination,Super Powder,General skincare,No URL available,No Image,Fenty Beauty,Mascara,Weekly,51.66,4.6,8506.0,200ml,Female,Stick,Retinol,True,USA
Combination,Super Powder,General skincare,No URL available,No Image,Farsali,Lipstick,Weekly,68.37,2.2,460.0,150ml,Male,Bottle,Salicylic Acid,True,Germany
Combination,Super Powder,General skincare,No URL available,No Image,Juvia’s Place,Moisturizer,Monthly,39.46,4.2,73.0,200ml,Male,Jar,Hyaluronic Acid,False,USA
Dry,Super Powder,General skincare,No URL available,No Image,Clinique,Makeup Remover,Weekly,70.59,1.8,3420.0,250ml,Unisex,Compact,Hyaluronic Acid,True,UK
Dry,Super Powder,General skincare,No URL available,No Image,Bite Beauty,Face Mask,Monthly,51.68,2.8,9105.0,250ml,Male,Compact,Aloe Vera,False,USA
Dry,Super Powder,General skincare,No URL available,No Image,Milk Makeup,Lip Liner,Occasional,90.04,3.8,5997.0,200ml,Female,Tube,Vitamin C,False,France
Dry,Super Powder,General skincare,No URL available,No Image,Bobby Brown,CC Cream,Weekly,109.66,4.5,7866.0,250ml,Male,Bottle,Shea Butter,True,UK
Dry,Super Powder,General skincare,No URL available,No Image,Anastasia Beverly Hills,Exfoliator,Daily,147.86,4.3,8295.0,200ml,Male,Bottle,Aloe Vera,True,Germany
Dry,Super Powder,General skincare,No URL available,No Image,Bobby Brown,Eye Shadow,Monthly,64.25,1.7,368.0,250ml,Unisex,Tube,Aloe Vera,False,France
Dry,Super Powder,General skincare,No URL available,No Image,Make Up For Ever,Bronzer,Monthly,49.92,4.0,4104.0,30ml,Unisex,Tube,Aloe Vera,False,USA
Dry,Super Powder,General skincare,No URL available,No Image,NARS,Exfoliator,Weekly,122.04,1.5,6197.0,100ml,Female,Tube,Glycerin,True,USA
Dry,Super Powder,General skincare,No URL available,No Image,Huda Beauty,Face Mask,Weekly,75.84,2.3,3284.0,150ml,Male,Spray,Glycerin,True,France
Dry,Super Powder,General skincare,No URL available,No Image,Pat McGrath Labs,Primer,Daily,115.71,1.2,3374.0,30ml,Unisex,Stick,Glycerin,True,USA
Dry,Super Powder,General skincare,No URL available,No Image,Pat McGrath Labs,Exfoliator,Daily,10.92,3.5,3167.0,30ml,Female,Stick,Glycerin,False,UK
Dry,Super Powder,General skincare,No URL available,No Image,Morphe,Setting Spray,Occasional,44.08,1.7,9551.0,30ml,Female,Jar,Glycerin,True,USA
Dry,Super Powder,General skincare,No URL available,No Image,Make Up For Ever,Contour,Weekly,117.1,2.1,1105.0,30ml,Female,Tube,Vitamin C,False,South Korea
Dry,Super Powder,General skincare,No URL available,No Image,Natasha Denona,Concealer,Monthly,83.48,2.5,6383.0,200ml,Male,Tube,Glycerin,False,France
Dry,Super Powder,General skincare,No URL available,No Image,Bobby Brown,Makeup Remover,Daily,93.12,2.2,5880.0,30ml,Female,Spray,Aloe Vera,True,France
Dry,Super Powder,General skincare,No URL available,No Image,Fenty Beauty,Primer,Daily,131.76,3.5,9258.0,100ml,Unisex,Spray,Aloe Vera,True,South Korea
Dry,Super Powder,General skincare,No URL available,No Image,Tatcha,Eye Shadow,Daily,37.44,1.4,7253.0,150ml,Female,Compact,Retinol,False,Australia
Dry,Super Powder,General skincare,No URL available,No Image,Too Faced,Exfoliator,Occasional,125.96,4.0,7685.0,250ml,Female,Stick,Aloe Vera,True,USA
Dry,Super Powder,General skincare,No URL available,No Image,Morphe,Cleanser,Occasional,60.16,2.0,9179.0,250ml,Male,Stick,Hyaluronic Acid,False,UK
Dry,Super Powder,General skincare,No URL available,No Image,Charlotte Tilbury,Setting Spray,Monthly,148.84,4.2,4139.0,150ml,Male,Tube,Hyaluronic Acid,False,Italy
Dry,Super Powder,General skincare,No URL available,No Image,Bobby Brown,Serum,Monthly,130.07,3.5,1521.0,50ml,Female,Compact,Glycerin,False,USA
Dry,Super Powder,General skincare,No URL available,No Image,Huda Beauty,Moisturizer,Monthly,94.61,4.5,2655.0,200ml,Unisex,Jar,Shea Butter,True,UK
Dry,Super Powder,General skincare,No URL available,No Image,Shiseido,Face Oil,Occasional,146.37,1.5,6326.0,50ml,Female,Compact,Retinol,False,Italy
Dry,Super Powder,General skincare,No URL available,No Image,Yves Saint Laurent,Serum,Weekly,44.18,1.5,4459.0,50ml,Female,Spray,Hyaluronic Acid,True,USA
Dry,Super Powder,General skincare,No URL available,No Image,Clinique,Moisturizer,Weekly,94.85,1.3,4218.0,200ml,Unisex,Tube,Salicylic Acid,True,Japan
Normal,Super Powder,General skincare,No URL available,No Image,NARS,Blush,Weekly,13.26,3.8,234.0,150ml,Female,Compact,Hyaluronic Acid,True,UK
Normal,Super Powder,General skincare,No URL available,No Image,Bobby Brown,Serum,Weekly,31.44,1.1,8687.0,250ml,Unisex,Bottle,Shea Butter,True,UK
Normal,Super Powder,General skincare,No URL available,No Image,KVD Beauty,Face Mask,Monthly,106.64,2.6,5404.0,200ml,Male,Jar,Hyaluronic Acid,True,Japan
Normal,Super Powder,General skincare,No URL available,No Image,Bobby Brown,Contour,Weekly,52.54,2.7,6246.0,30ml,Unisex,Spray,Salicylic Acid,False,UK
Normal,Super Powder,General skincare,No URL available,No Image,Anastasia Beverly Hills,Exfoliator,Monthly,52.64,1.7,9037.0,100ml,Male,Compact,Salicylic Acid,False,France
Normal,Super Powder,General skincare,No URL available,No Image,Too Faced,Lipstick,Occasional,33.57,3.8,7367.0,150ml,Female,Bottle,Shea Butter,False,France
Normal,Super Powder,General skincare,No URL available,No Image,Drunk Elephant,Eye Shadow,Daily,135.53,1.3,4296.0,30ml,Male,Compact,Glycerin,True,Japan
Normal,Super Powder,General skincare,No URL available,No Image,Clinique,Moisturizer,Monthly,147.48,3.9,7015.0,200ml,Male,Stick,Vitamin C,False,Italy
Normal,Super Powder,General skincare,No URL available,No Image,Glossier,Exfoliator,Weekly,143.04,3.1,2454.0,30ml,Male,Jar,Retinol,True,UK
Normal,Super Powder,General skincare,No URL available,No Image,Natasha Denona,Contour,Daily,28.37,4.3,9631.0,250ml,Unisex,Tube,Shea Butter,True,Japan
Normal,Super Powder,General skincare,No URL available,No Image,Bourjois,Contour,Monthly,122.19,2.3,8117.0,200ml,Male,Bottle,Aloe Vera,False,USA
Normal,Super Powder,General skincare,No URL available,No Image,ColourPop,Lip Liner,Weekly,109.8,4.4,7616.0,100ml,Female,Stick,Retinol,True,Italy
Normal,Super Powder,General skincare,No URL available,No Image,Drunk Elephant,Primer,Occasional,66.9,3.9,262.0,100ml,Male,Tube,Salicylic Acid,False,UK
Normal,Super Powder,General skincare,No URL available,No Image,Fenty Beauty,CC Cream,Occasional,52.33,1.0,8472.0,200ml,Female,Bottle,Aloe Vera,True,Italy
Normal,Super Powder,General skincare,No URL available,No Image,Shiseido,Mascara,Monthly,31.58,1.1,3780.0,200ml,Unisex,Compact,Retinol,True,Italy
Normal,Super Powder,General skincare,No URL available,No Image,Morphe,Blush,Daily,148.84,3.8,6640.0,50ml,Male,Stick,Glycerin,True,Japan
Normal,Super Powder,General skincare,No URL available,No Image,E.l.f.,Blush,Monthly,121.53,2.1,1141.0,250ml,Unisex,Tube,Salicylic Acid,False,USA
Normal,Super Powder,General skincare,No URL available,No Image,Bourjois,Lipstick,Daily,113.05,4.1,9179.0,100ml,Female,Stick,Aloe Vera,True,Germany
Normal,Super Powder,General skincare,No URL available,No Image,Patrick Ta,Cleanser,Monthly,75.65,2.1,4695.0,100ml,Male,Tube,Glycerin,False,France
Normal,Super Powder,General skincare,No URL available,No Image,Bobby Brown,Lipstick,Monthly,80.79,3.7,947.0,30ml,Male,Spray,Shea Butter,True,France
Normal,Super Powder,General skincare,No URL available,No Image,Milk Makeup,Setting Spray,Occasional,55.18,3.5,425.0,200ml,Male,Jar,Retinol,False,Italy
Oily,Super Powder,General skincare,No URL available,No Image,NARS,Contour,Daily,97.91,2.2,7774.0,200ml,Male,Stick,Aloe Vera,False,UK
Oily,Super Powder,General skincare,No URL available,No Image,Drunk Elephant,Makeup Remover,Monthly,11.0,1.2,9548.0,30ml,Male,Bottle,Salicylic Acid,True,USA
Oily,Super Powder,General skincare,No URL available,No Image,Huda Beauty,Primer,Weekly,77.17,2.2,8747.0,250ml,Male,Bottle,Hyaluronic Acid,True,Japan
Oily,Super Powder,General skincare,No URL available,No Image,Charlotte Tilbury,Moisturizer,Occasional,133.49,1.2,2036.0,150ml,Male,Compact,Salicylic Acid,True,France
Oily,Super Powder,General skincare,No URL available,No Image,Kylie Cosmetics,Eye Shadow,Occasional,148.94,1.2,9726.0,100ml,Male,Compact,Hyaluronic Acid,False,Australia
Oily,Super Powder,General skincare,No URL available,No Image,Rare Beauty,Mascara,Monthly,131.39,2.1,6119.0,200ml,Male,Stick,Vitamin C,False,Japan
Oily,Super Powder,General skincare,No URL available,No Image,Milk Makeup,Cleanser,Weekly,32.7,2.5,2209.0,30ml,Unisex,Jar,Retinol,True,Germany
Oily,Super Powder,General skincare,No URL available,No Image,Shiseido,Bronzer,Weekly,134.67,3.3,3262.0,50ml,Unisex,Tube,Vitamin C,True,South Korea
Oily,Super Powder,General skincare,No URL available,No Image,Drunk Elephant,Cleanser,Monthly,28.28,4.5,2804.0,100ml,Female,Tube,Shea Butter,True,South Korea
Oily,Super Powder,General skincare,No URL available,No Image,Juvia’s Place,Lip Liner,Weekly,20.51,2.6,9053.0,30ml,Unisex,Tube,Hyaluronic Acid,True,Australia
Oily,Super Powder,General skincare,No URL available,No Image,Bourjois,Lipstick,Monthly,39.22,1.4,2360.0,30ml,Unisex,Compact,Aloe Vera,True,France
Oily,Super Powder,General skincare,No URL available,No Image,Morphe,Contour,Daily,31.83,4.5,9872.0,250ml,Male,Spray,Vitamin C,True,Germany
Oily,Super Powder,General skincare,No URL available,No Image,Drunk Elephant,Eyeliner,Occasional,83.49,1.5,5372.0,150ml,Female,Spray,Retinol,False,USA
Oily,Super Powder,General skincare,No URL available,No Image,Natasha Denona,Blush,Weekly,86.6,1.9,9510.0,30ml,Female,Bottle,Aloe Vera,False,France
Oily,Super Powder,General skincare,No URL available,No Image,Urban Decay,Foundation,Weekly,73.2,2.5,2356.0,150ml,Male,Bottle,Vitamin C,False,Australia
Oily,Super Powder,General skincare,No URL available,No Image,Danessa Myricks,CC Cream,Monthly,11.05,1.5,5069.0,30ml,Female,Compact,Glycerin,True,Japan
Oily,Super Powder,General skincare,No URL available,No Image,Sisley,BB Cream,Daily,15.47,2.7,9722.0,150ml,Male,Compact,Glycerin,False,France
Oily,Super Powder,General skincare,No URL available,No Image,Glossier,Face Mask,Occasional,102.62,1.8,4436.0,150ml,Unisex,Bottle,Aloe Vera,True,Italy
Oily,Super Powder,General skincare,No URL available,No Image,Too Faced,Makeup Remover,Weekly,21.7,2.5,4187.0,250ml,Male,Compact,Hyaluronic Acid,True,South Korea
Oily,Super Powder,General skincare,No URL available,No Image,Too Faced,BB Cream,Weekly,113.53,3.3,9059.0,100ml,Male,Bottle,Aloe Vera,True,Italy
Oily,Super Powder,General skincare,No URL available,No Image,Shiseido,Makeup Remover,Occasional,112.0,2.8,992.0,250ml,Male,Compact,Glycerin,True,USA
Oily,Super Powder,General skincare,No URL available,No Image,Kiehl’s,Mascara,Daily,88.42,2.5,5989.0,200ml,Male,Spray,Retinol,False,Germany
Oily,Super Powder,General skincare,No URL available,No Image,Bourjois,Makeup Remover,Weekly,145.28,2.3,4685.0,250ml,Unisex,Tube,Retinol,False,Germany
Oily,Super Powder,General skincare,No URL available,No Image,Juvia’s Place,Makeup Remover,Occasional,116.48,2.8,1861.0,50ml,Female,Bottle,Retinol,True,France
Oily,Super Powder,General skincare,No URL available,No Image,RMS Beauty,Lip Liner,Weekly,38.68,4.3,1704.0,30ml,Unisex,Tube,Vitamin C,True,Italy
Oily,Super Powder,General skincare,No URL available,No Image,Drunk Elephant,Bronzer,Occasional,142.22,3.9,1597.0,200ml,Unisex,Compact,Vitamin C,True,UK
Oily,Super Powder,General skincare,No URL available,No Image,Drunk Elephant,Serum,Occasional,114.11,2.3,2418.0,50ml,Male,Jar,Shea Butter,True,Italy
Oily,Super Powder,General skincare,No URL available,No Image,Fenty Beauty,Mascara,Occasional,147.46,3.1,4536.0,150ml,Unisex,Spray,Salicylic Acid,False,UK
Sensitive,Super Powder,General skincare,No URL available,No Image,Milk Makeup,Eyeliner,Weekly,47.52,1.3,4395.0,100ml,Female,Spray,Salicylic Acid,False,Germany
Sensitive,Super Powder,General skincare,No URL available,No Image,KVD Beauty,Eyeliner,Daily,65.63,1.4,7086.0,250ml,Female,Compact,Vitamin C,True,Japan
Sensitive,Super Powder,General skincare,No URL available,No Image,RMS Beauty,Cleanser,Weekly,45.18,4.1,607.0,30ml,Unisex,Tube,Glycerin,True,Australia
Sensitive,Super Powder,General skincare,No URL available,No Image,Natasha Denona,Face Oil,Daily,141.49,2.9,3751.0,30ml,Female,Stick,Retinol,False,Germany
Sensitive,Super Powder,General skincare,No URL available,No Image,Kiehl’s,Concealer,Occasional,63.03,3.9,7661.0,30ml,Female,Stick,Vitamin C,False,France
Sensitive,Super Powder,General skincare,No URL available,No Image,Bobby Brown,Concealer,Occasional,43.57,3.0,6706.0,200ml,Male,Bottle,Hyaluronic Acid,True,France
Sensitive,Super Powder,General skincare,No URL available,No Image,Hourglass,Eyeliner,Monthly,130.44,2.5,7734.0,50ml,Unisex,Compact,Aloe Vera,True,UK
Sensitive,Super Powder,General skincare,No URL available,No Image,Pat McGrath Labs,Foundation,Weekly,127.49,4.4,74.0,50ml,Female,Bottle,Vitamin C,False,Japan
Sensitive,Super Powder,General skincare,No URL available,No Image,Kiehl’s,CC Cream,Monthly,50.05,4.8,5694.0,50ml,Female,Stick,Aloe Vera,False,UK
Sensitive,Super Powder,General skincare,No URL available,No Image,Bite Beauty,Primer,Daily,118.48,4.4,6753.0,30ml,Unisex,Bottle,Aloe Vera,False,Japan
Sensitive,Super Powder,General skincare,No URL available,No Image,Drunk Elephant,Powder,Occasional,81.65,2.7,3756.0,150ml,Unisex,Jar,Vitamin C,True,Germany
Sensitive,Super Powder,General skincare,No URL available,No Image,Bobby Brown,Bronzer,Monthly,53.28,1.3,128.0,150ml,Female,Tube,Vitamin C,False,France
Sensitive,Super Powder,General skincare,No URL available,No Image,Make Up For Ever,Moisturizer,Occasional,115.45,1.9,9321.0,100ml,Unisex,Stick,Glycerin,False,UK
Sensitive,Super Powder,General skincare,No URL available,No Image,Clinique,Face Mask,Monthly,31.09,1.7,2651.0,200ml,Unisex,Tube,Hyaluronic Acid,False,Germany
Sensitive,Super Powder,General skincare,No URL available,No Image,Milk Makeup,Exfoliator,Occasional,131.28,4.3,3262.0,150ml,Male,Spray,Shea Butter,True,Australia
Sensitive,Super Powder,General skincare,No URL available,No Image,Bobby Brown,Eye Shadow,Weekly,14.22,2.9,2070.0,150ml,Female,Compact,Shea Butter,True,Australia
Sensitive,Super Powder,General skincare,No URL available,No Image,Bite Beauty,Foundation,Monthly,30.64,3.1,684.0,150ml,Female,Bottle,Glycerin,False,USA
Sensitive,Super Powder,General skincare,No URL available,No Image,NARS,Moisturizer,Weekly,43.7,2.0,9885.0,200ml,Female,Jar,Glycerin,False,France
Sensitive,Super Powder,General skincare,No URL available,No Image,Juvia’s Place,Contour,Monthly,108.25,1.1,1222.0,250ml,Unisex,Jar,Salicylic Acid,True,Italy
Sensitive,Super Powder,General skincare,No URL available,No Image,IT Cosmetics,Contour,Occasional,140.55,4.4,3181.0,200ml,Unisex,Bottle,Salicylic Acid,False,Germany
Sensitive,Super Powder,General skincare,No URL available,No Image,Ilia Beauty,Eyeliner,Daily,147.91,4.8,8915.0,250ml,Male,Bottle,Vitamin C,True,Germany
Sensitive,Super Powder,General skincare,No URL available,No Image,Bobby Brown,Cleanser,Monthly,120.98,3.8,6823.0,100ml,Female,Tube,Retinol,True,Italy
Sensitive,Super Powder,General skincare,No URL available,No Image,Ilia Beauty,BB Cream,Occasional,95.41,4.1,1377.0,250ml,Unisex,Jar,Glycerin,True,UK
